0.931729674339294,17.0979995727539,3.97238159179688	0.931729674339294,23.5699996948242,3.97238159179688	3.40799307823181,23.5699996948242,-0.822228372097015	3.40799307823181,17.0979995727539,-0.822228372097015	-2.71463322639465,17.0979995727539,2.08915138244629	-2.71463322639465,23.5699996948242,2.08915138244629	-0.238369852304459,23.5699996948242,-2.70545864105225	-0.238369852304459,17.0979995727539,-2.70545864105225
0.931729674339294,17.0979995727539,3.97238159179688	0.931729674339294,23.5699996948242,3.97238159179688	3.40799307823181,23.5699996948242,-0.822228372097015	3.40799307823181,17.0979995727539,-0.822228372097015	-2.71463322639465,17.0979995727539,2.08915138244629	-2.71463322639465,23.5699996948242,2.08915138244629	-0.238369852304459,23.5699996948242,-2.70545864105225	-0.238369852304459,17.0979995727539,-2.70545864105225
8.78312301635742,29.5289993286133,20.6306591033936	8.78312301635742,23.9500007629395,20.6306591033936	3.51712274551392,23.9500007629395,15.5194864273071	3.51712274551392,29.5289993286133,15.5194864273071	12.2468013763428,29.5289993286133,17.0620594024658	12.2468013763428,23.9500007629395,17.0620594024658	6.98080015182495,23.9500007629395,11.9508876800537	6.98080015182495,29.5289993286133,11.9508876800537
8.81193923950195,23.4199981689453,13.1283321380615	8.81193923950195,28.4990005493164,13.1283321380615	4.70121717453003,28.4990005493164,13.8381061553955	4.70121717453003,23.4199981689453,13.8381061553955	9.51712989807129,23.4199981689453,17.2125148773193	9.51712989807129,28.4990005493164,17.2125148773193	5.40640830993652,28.4990005493164,17.9222888946533	5.40640830993652,23.4199981689453,17.9222888946533
8.95012187957764,27.7309989929199,20.3284187316895	8.95012187957764,22.451000213623,20.3284187316895	4.28047037124634,22.451000213623,15.9194078445435	4.28047037124634,27.7309989929199,15.9194078445435	12.1490345001221,27.7309989929199,16.9404029846191	12.1490345001221,22.451000213623,16.9404029846191	7.47938251495361,22.451000213623,12.5313911437988	7.47938251495361,27.7309989929199,12.5313911437988
15.2237558364868,24.5599994659424,8.31684875488281	15.2237558364868,29.4890003204346,8.31684875488281	5.12960147857666,29.4890003204346,15.8873128890991	5.12960147857666,24.5599994659424,15.8873128890991	18.4160919189453,24.5599994659424,12.5733804702759	18.4160919189453,29.4890003204346,12.5733804702759	8.32193660736084,29.4890003204346,20.1438446044922	8.32193660736084,24.5599994659424,20.1438446044922
8.71675300598145,29.2880001068115,10.7904243469238	8.71675300598145,23.6299991607666,10.7904243469238	11.8197565078735,23.6299991607666,14.6774120330811	11.8197565078735,29.2880001068115,14.6774120330811	5.45152759552002,29.2880001068115,13.3970718383789	5.45152759552002,23.6299991607666,13.3970718383789	8.55453109741211,23.6299991607666,17.2840595245361	8.55453109741211,29.2880001068115,17.2840595245361
9.46027565002441,27.9689998626709,21.2504787445068	9.46027565002441,22.5599994659424,21.2504787445068	5.55966377258301,22.5599994659424,17.7667140960693	5.55966377258301,27.9689998626709,17.7667140960693	12.5073089599609,27.9689998626709,17.8388538360596	12.5073089599609,22.5599994659424,17.8388538360596	8.60669708251953,22.5599994659424,14.3550891876221	8.60669708251953,27.9689998626709,14.3550891876221
8.9339714050293,26.9379997253418,4.67883396148682	8.9339714050293,16.4699974060059,4.67883396148682	14.2007532119751,16.4699974060059,10.5666198730469	14.2007532119751,26.9379997253418,10.5666198730469	5.80698871612549,26.9379997253418,7.47600412368774	5.80698871612549,16.4699974060059,7.47600412368774	11.0737705230713,16.4699974060059,13.3637895584106	11.0737705230713,26.9379997253418,13.3637895584106
15.1892404556274,21.2980003356934,7.9562726020813	15.1892404556274,27.3680000305176,7.9562726020813	5.33093643188477,27.3680000305176,15.8194389343262	5.33093643188477,21.2980003356934,15.8194389343262	19.1803703308105,21.2980003356934,12.9600811004639	19.1803703308105,27.3680000305176,12.9600811004639	9.32206630706787,27.3680000305176,20.8232479095459	9.32206630706787,21.2980003356934,20.8232479095459
9.68102741241455,28.9500007629395,21.4125785827637	9.68102741241455,24.310001373291,21.4125785827637	6.01222229003906,24.310001373291,17.8998908996582	6.01222229003906,28.9500007629395,17.8998908996582	12.6812419891357,28.9500007629395,18.2790222167969	12.6812419891357,24.310001373291,18.2790222167969	9.01243686676025,24.310001373291,14.7663345336914	9.01243686676025,28.9500007629395,14.7663345336914
14.8007297515869,23.257999420166,7.89065599441528	14.8007297515869,29.4799995422363,7.89065599441528	6.01619434356689,29.4799995422363,16.28493309021	6.01619434356689,23.257999420166,16.28493309021	18.2421836853027,23.257999420166,11.4921054840088	18.2421836853027,29.4799995422363,11.4921054840088	9.4576473236084,29.4799995422363,19.8863830566406	9.4576473236084,23.257999420166,19.8863830566406
10.0329322814941,28.6599998474121,21.5465660095215	10.0329322814941,22.9900016784668,21.5465660095215	6.65035724639893,22.9900016784668,18.6947040557861	6.65035724639893,28.6599998474121,18.6947040557861	12.7628240585327,28.6599998474121,18.3086605072021	12.7628240585327,22.9900016784668,18.3086605072021	9.3802490234375,22.9900016784668,15.4567975997925	9.3802490234375,28.6599998474121,15.4567975997925
10.0953941345215,29.5599994659424,9.35489749908447	10.0953941345215,24.5599994659424,9.35489749908447	16.0507488250732,24.5599994659424,15.4823780059814	16.0507488250732,29.5599994659424,15.4823780059814	6.86981201171875,29.5599994659424,12.4898700714111	6.86981201171875,24.5599994659424,12.4898700714111	12.8251667022705,24.5599994659424,18.6173515319824	12.8251667022705,29.5599994659424,18.6173515319824
11.4083442687988,25.1599998474121,18.3827857971191	11.4083442687988,37.8810005187988,18.3827857971191	12.8430366516113,37.8810005187988,14.2009334564209	12.8430366516113,25.1599998474121,14.2009334564209	7.2740535736084,25.1599998474121,16.9644107818604	7.2740535736084,37.8810005187988,16.9644107818604	8.7087459564209,37.8810005187988,12.7825574874878	8.7087459564209,25.1599998474121,12.7825574874878
10.3365268707275,16.5890007019043,18.7758121490479	10.3365268707275,25.1089973449707,18.7758121490479	13.4452638626099,25.1089973449707,15.2421627044678	13.4452638626099,16.5890007019043,15.2421627044678	6.98407459259033,16.5890007019043,15.8264827728271	6.98407459259033,25.1089973449707,15.8264827728271	10.0928115844727,25.1089973449707,12.2928333282471	10.0928115844727,16.5890007019043,12.2928333282471
10.5461683273315,28.1000022888184,9.68311214447021	10.5461683273315,23.007999420166,9.68311214447021	14.0871133804321,23.007999420166,13.5419368743896	14.0871133804321,28.1000022888184,13.5419368743896	7.36046695709229,28.1000022888184,12.6063842773438	7.36046695709229,23.007999420166,12.6063842773438	10.9014120101929,23.007999420166,16.4652099609375	10.9014120101929,28.1000022888184,16.4652099609375
14.8360033035278,22.7709999084473,7.61851835250854	14.8360033035278,28.2889976501465,7.61851835250854	8.37931251525879,28.2889976501465,13.1589879989624	8.37931251525879,22.7709999084473,13.1589879989624	18.1112613677979,22.7709999084473,11.4354028701782	18.1112613677979,28.2889976501465,11.4354028701782	11.6545705795288,28.2889976501465,16.9758720397949	11.6545705795288,22.7709999084473,16.9758720397949
11.7354650497437,28.1909999847412,14.4275779724121	11.7354650497437,22.0599994659424,14.4275779724121	15.2447624206543,22.0599994659424,18.3739070892334	15.2447624206543,28.1909999847412,18.3739070892334	8.68868064880371,28.1909999847412,17.1369495391846	8.68868064880371,22.0599994659424,17.1369495391846	12.1979780197144,22.0599994659424,21.0832786560059	12.1979780197144,28.1909999847412,21.0832786560059
12.7106924057007,31.1200008392334,8.90686416625977	12.7106924057007,25.8309993743896,8.90686416625977	15.8176622390747,25.8309993743896,12.5326299667358	15.8176622390747,31.1200008392334,12.5326299667358	9.65368175506592,31.1200008392334,11.5264596939087	9.65368175506592,25.8309993743896,11.5264596939087	12.7606515884399,25.8309993743896,15.1522254943848	12.7606515884399,31.1200008392334,15.1522254943848
13.245680809021,25.8110008239746,9.16709423065186	13.245680809021,17.1410026550293,9.16709423065186	16.5151710510254,17.1410026550293,12.7851696014404	16.5151710510254,25.8110008239746,12.7851696014404	9.60187339782715,25.8110008239746,12.4598369598389	9.60187339782715,17.1410026550293,12.4598369598389	12.8713636398315,17.1410026550293,16.0779132843018	12.8713636398315,25.8110008239746,16.0779132843018
13.505931854248,21.0100002288818,15.7156181335449	13.505931854248,16.5100002288818,15.7156181335449	9.87376403808594,16.5100002288818,12.3576965332031	9.87376403808594,21.0100002288818,12.3576965332031	16.4764671325684,21.0100002288818,12.5024738311768	16.4764671325684,16.5100002288818,12.5024738311768	12.8442993164062,16.5100002288818,9.14455223083496	12.8442993164062,21.0100002288818,9.14455223083496
15.1747140884399,29.5499992370605,12.6555137634277	15.1747140884399,25.060001373291,12.6555137634277	10.5527486801147,25.060001373291,11.3577136993408	10.5527486801147,29.5499992370605,11.3577136993408	16.3720016479492,29.5499992370605,8.39151763916016	16.3720016479492,25.060001373291,8.39151763916016	11.7500352859497,25.060001373291,7.09371709823608	11.7500352859497,29.5499992370605,7.09371709823608
13.7982997894287,25.7179985046387,15.7385749816895	13.7982997894287,37.8810005187988,15.7385749816895	16.3677291870117,37.8810005187988,12.1698684692383	16.3677291870117,25.7179985046387,12.1698684692383	10.3292264938354,25.7179985046387,13.2408809661865	10.3292264938354,37.8810005187988,13.2408809661865	12.8986549377441,37.8810005187988,9.67217445373535	12.8986549377441,25.7179985046387,9.67217445373535
13.5388641357422,23.6100006103516,16.4883689880371	13.5388641357422,17.8689994812012,16.4883689880371	16.8906517028809,17.8689994812012,20.2479076385498	16.8906517028809,23.6100006103516,20.2479076385498	10.5376405715942,23.6100006103516,19.1640872955322	10.5376405715942,17.8689994812012,19.1640872955322	13.8894290924072,17.8689994812012,22.9236259460449	13.8894290924072,23.6100006103516,22.9236259460449
13.7304039001465,27.7399997711182,6.77868938446045	13.7304039001465,23.1000003814697,6.77868938446045	17.3519477844238,23.1000003814697,10.5421838760376	17.3519477844238,27.7399997711182,10.5421838760376	10.7054090499878,27.7399997711182,9.68958759307861	10.7054090499878,23.1000003814697,9.68958759307861	14.3269519805908,23.1000003814697,13.4530820846558	14.3269519805908,27.7399997711182,13.4530820846558
14.2080068588257,29.4679985046387,7.12536859512329	14.2080068588257,25.1599998474121,7.12536859512329	17.7495727539062,25.1599998474121,11.0634498596191	17.7495727539062,29.4679985046387,11.0634498596191	10.9386548995972,29.4679985046387,10.0655384063721	10.9386548995972,25.1599998474121,10.0655384063721	14.4802217483521,25.1599998474121,14.0036201477051	14.4802217483521,29.4679985046387,14.0036201477051
15.8658800125122,28.810001373291,8.52529525756836	15.8658800125122,24.507999420166,8.52529525756836	19.23655128479,24.507999420166,13.1315546035767	19.23655128479,28.810001373291,13.1315546035767	12.3575057983398,28.810001373291,11.0925798416138	12.3575057983398,24.507999420166,11.0925798416138	15.7281770706177,24.507999420166,15.6988391876221	15.7281770706177,28.810001373291,15.6988391876221
17.1438236236572,27.9689998626709,15.4507722854614	17.1438236236572,23.0300006866455,15.4507722854614	13.4754772186279,23.0300006866455,13.4501075744629	13.4754772186279,27.9689998626709,13.4501075744629	19.1264133453369,27.9689998626709,11.8155670166016	19.1264133453369,23.0300006866455,11.8155670166016	15.4580669403076,23.0300006866455,9.81490230560303	15.4580669403076,27.9689998626709,9.81490230560303
16.7633209228516,24.1490020751953,13.2499370574951	16.7633209228516,16.5709991455078,13.2499370574951	20.5813655853271,16.5709991455078,17.9817276000977	20.5813655853271,24.1490020751953,17.9817276000977	13.5112028121948,24.1490020751953,15.8740453720093	13.5112028121948,16.5709991455078,15.8740453720093	17.3292465209961,16.5709991455078,20.6058368682861	17.3292465209961,24.1490020751953,20.6058368682861
